student_id,name,age,grade,school,district,region,attendance_rate,avg_marks,prev_year_marks,marks_trend,distance_km,family_income,parents_education,family_size,health_absences,monsoon_absences,has_sibling_dropout,child_labor,early_marriage_pressure,has_transport,has_scholarship,mid_day_meal,created_at
STU0252,Myra Iyer,17,11,Govt Girls High School - Tiruchirappalli,Madurai,Rural,81.77,62.85,61.22,Stable,20.0,Below 5000,Illiterate,3,7,3,True,False,False,True,True,False,2025-03-27T15:22:13.029315
STU0253,Myra Shah,13,6,Municipal Girls School - Madurai,Thanjavur,Rural,90.03,93.35,100.0,Declining,7.0,Above 20000,Illiterate,8,0,6,False,False,False,True,True,True,2025-06-09T15:22:13.029323
STU0254,Kiara Joshi,14,8,Zilla Parishad School - Villupuram,Salem,Semi-Urban,62.05,47.9,45.74,Stable,2.0,Above 20000,Higher Secondary,3,11,0,True,False,True,False,False,True,2025-03-19T15:22:13.029332
STU0255,Vaishnavi Das,14,8,Zilla Parishad School - Villupuram,Villupuram,Rural,77.51,66.86,70.2,Stable,7.0,Below 5000,Graduate,3,3,10,False,False,False,False,True,True,2025-09-14T15:22:13.029342
STU0256,Divya Patel,12,7,Corporation School - Vellore,Tiruchirappalli,Semi-Urban,86.72,79.44,81.56,Stable,20.0,Below 5000,Illiterate,6,1,2,False,False,False,False,False,False,2025-05-01T15:22:13.029351
STU0257,Kali Dutta,13,8,Panchayat Union School - Salem,Thanjavur,Semi-Urban,98.56,86.3,93.28,Declining,5.0,Below 5000,Higher Secondary,6,2,1,False,False,False,True,False,True,2025-05-23T15:22:13.029359
STU0258,Deepika Chatterjee,14,8,Corporation School - Vellore,Vellore,Semi-Urban,86.92,94.17,98.17,Stable,2.0,Above 20000,Secondary,6,5,1,False,False,False,True,False,True,2025-03-07T15:22:13.029367
STU0259,Sanjana Dutta,14,9,Government Higher Secondary School - Coimbatore,Chennai,Semi-Urban,67.56,38.96,34.54,Stable,15.0,5000-10000,Illiterate,3,0,0,True,False,False,True,True,False,2025-03-29T15:22:13.029375
STU0260,Kritika Mehta,17,12,Govt Model School - Thanjavur,Tiruchirappalli,Urban,71.3,45.14,35.58,Improving,1.0,5000-10000,Graduate,7,2,2,True,True,False,True,False,True,2025-03-12T15:22:13.029385
STU0261,Aishwarya Das,16,9,Govt Model School - Thanjavur,Tiruchirappalli,Rural,89.72,70.63,74.43,Stable,7.0,Below 5000,Primary,3,2,6,False,False,False,False,True,False,2025-10-12T15:22:13.029396
STU0262,Neha Verma,17,11,Panchayat Union School - Salem,Thanjavur,Urban,99.56,83.96,86.5,Stable,2.0,10000-20000,Graduate,8,0,3,False,False,False,True,True,True,2025-11-27T15:22:13.029404
STU0263,Aishwarya Nair,13,8,Govt Model School - Thanjavur,Salem,Rural,60.64,49.09,53.66,Stable,10.0,10000-20000,Illiterate,7,0,7,True,True,False,False,False,True,2025-12-26T15:22:13.029413
STU0264,Diya Bose,13,8,Government Higher Secondary School - Coimbatore,Coimbatore,Rural,87.69,83.77,75.66,Improving,15.0,5000-10000,Secondary,7,2,8,False,False,False,False,True,True,2025-09-14T15:22:13.029421
STU0265,Radha Patel,17,11,Govt Model School - Thanjavur,Vellore,Rural,61.98,33.83,37.74,Stable,5.0,5000-10000,Secondary,7,12,3,False,True,False,False,True,True,2025-10-26T15:22:13.029430
STU0266,Ishita Roy,19,12,Municipal Girls School - Madurai,Madurai,Urban,87.23,88.79,95.65,Declining,2.0,Below 5000,Graduate,5,0,2,False,False,False,True,True,False,2025-05-10T15:22:13.029440
STU0267,Radha Das,17,12,Govt Model School - Thanjavur,Tiruchirappalli,Urban,84.58,69.69,78.17,Declining,0.5,5000-10000,Higher Secondary,5,0,1,False,False,False,False,True,False,2025-03-01T15:22:13.029450
STU0268,Sanjana Desai,14,9,Corporation School - Vellore,Tiruchirappalli,Rural,76.9,62.92,62.1,Stable,12.0,5000-10000,Secondary,3,3,3,False,False,False,False,False,True,2025-05-10T15:22:13.029459
STU0269,Sakshi Sharma,14,7,Corporation School - Vellore,Chennai,Semi-Urban,91.28,73.4,66.82,Improving,2.0,10000-20000,Graduate,8,3,1,False,False,False,True,True,False,2025-08-26T15:22:13.029466
STU0270,Ananya Verma,17,12,Zilla Parishad School - Villupuram,Madurai,Urban,94.91,70.27,78.24,Declining,2.0,Above 20000,Higher Secondary,4,4,3,False,False,False,True,True,False,2025-03-10T15:22:13.029476
STU0271,Sneha Joshi,15,8,Government Higher Secondary School - Coimbatore,Madurai,Semi-Urban,68.49,37.76,39.21,Stable,4.0,5000-10000,Illiterate,3,4,1,True,False,False,False,True,True,2025-03-17T15:22:13.029485
STU0272,Simran Nair,16,9,Corporation School - Vellore,Coimbatore,Semi-Urban,91.36,71.93,64.26,Improving,2.0,Below 5000,Primary,7,0,3,False,False,False,False,True,False,2025-06-11T15:22:13.029493
STU0273,Meera Desai,13,7,Government Higher Secondary School - Coimbatore,Thanjavur,Rural,82.86,68.4,72.32,Stable,15.0,Above 20000,Illiterate,7,0,3,False,False,False,True,False,True,2025-05-14T15:22:13.029501
STU0274,Durga Ali,13,6,Corporation School - Vellore,Madurai,Rural,78.6,60.72,60.54,Stable,5.0,Below 5000,Secondary,8,9,7,False,False,False,True,True,True,2025-06-23T15:22:13.029514
STU0275,Ishita Sen,13,8,Corporation School - Vellore,Villupuram,Urban,82.24,62.97,66.23,Stable,0.5,5000-10000,Secondary,5,5,1,False,False,False,True,False,False,2025-09-22T15:22:13.029524
STU0276,Ananya Sharma,13,6,Government Higher Secondary School - Coimbatore,Villupuram,Urban,91.41,92.67,94.01,Stable,3.0,10000-20000,Primary,3,1,3,False,False,False,True,True,False,2025-09-05T15:22:13.029532
STU0277,Radha Dutta,16,11,Municipal Girls School - Madurai,Madurai,Rural,97.13,74.24,69.44,Stable,7.0,Above 20000,Secondary,8,0,2,False,False,False,True,False,True,2025-10-09T15:22:13.029541
STU0278,Priya Singh,18,12,Govt Girls High School - Tiruchirappalli,Salem,Urban,89.68,85.14,94.17,Declining,3.0,Above 20000,Higher Secondary,4,2,1,False,False,False,False,False,True,2025-07-06T15:22:13.029549
STU0279,Pooja Patel,15,10,Zilla Parishad School - Villupuram,Vellore,Rural,89.74,71.29,67.43,Stable,12.0,5000-10000,Graduate,6,3,10,False,False,False,True,True,False,2025-02-21T15:22:13.029558
STU0280,Gauri Dutta,13,6,Govt Model School - Thanjavur,Salem,Semi-Urban,72.6,31.14,30.84,Stable,4.0,Above 20000,Secondary,3,7,2,False,True,False,False,False,True,2025-06-05T15:22:13.029567
STU0281,Sita Ghosh,17,11,Panchayat Union School - Salem,Vellore,Rural,92.31,94.82,98.32,Stable,20.0,10000-20000,Secondary,3,4,6,False,False,False,False,True,False,2025-11-08T15:22:13.029576
STU0282,Aishwarya Mehta,16,11,Municipal Girls School - Madurai,Thanjavur,Urban,66.72,33.88,30.03,Stable,1.0,Below 5000,Graduate,7,0,2,False,True,True,True,True,True,2025-09-26T15:22:13.029585
STU0283,Sneha Ghosh,16,9,Corporation School - Vellore,Chennai,Semi-Urban,85.44,90.13,82.55,Improving,3.0,5000-10000,Graduate,4,5,2,False,False,False,False,True,False,2025-03-22T15:22:13.029598
STU0284,Shreya Shah,17,10,Govt Girls High School - Tiruchirappalli,Vellore,Urban,97.15,71.91,78.93,Declining,1.0,Above 20000,Illiterate,4,4,2,False,False,False,True,False,False,2025-01-29T15:22:13.029607
STU0285,Shreya Verma,15,8,Govt Model School - Thanjavur,Coimbatore,Urban,79.26,69.66,77.89,Declining,4.0,5000-10000,Illiterate,5,12,3,False,False,False,False,True,False,2026-01-06T15:22:13.029615
STU0286,Kritika Ahmed,14,8,Corporation School - Vellore,Vellore,Urban,74.39,49.98,47.71,Stable,2.0,5000-10000,Graduate,3,3,1,True,True,False,False,False,True,2025-09-03T15:22:13.029625
STU0287,Saraswati Bose,13,8,Zilla Parishad School - Villupuram,Madurai,Rural,94.86,76.63,85.87,Declining,15.0,Below 5000,Graduate,8,4,9,False,False,False,False,False,True,2025-10-15T15:22:13.029633
STU0288,Parvati Shah,18,11,Govt Girls High School - Tiruchirappalli,Tiruchirappalli,Rural,99.93,91.35,94.09,Stable,5.0,Below 5000,Graduate,7,1,9,False,False,False,True,True,False,2025-01-11T15:22:13.029643
STU0289,Kali Mehta,18,11,Zilla Parishad School - Villupuram,Madurai,Semi-Urban,63.02,49.13,42.8,Improving,12.0,5000-10000,Secondary,6,15,0,False,True,True,True,False,True,2025-06-28T15:22:13.029651
STU0290,Diya Ahmed,11,6,Govt Model School - Thanjavur,Salem,Rural,77.03,69.87,69.03,Stable,10.0,Above 20000,Primary,4,2,7,False,False,False,True,True,True,2025-11-14T15:22:13.029659
STU0291,Sneha Agarwal,18,11,Govt Girls School - Chennai (North),Chennai,Urban,80.57,62.69,53.96,Improving,4.0,5000-10000,Secondary,6,9,3,False,False,False,False,True,False,2025-06-12T15:22:13.029669
STU0292,Madhuri Sharma,15,10,Govt Model School - Thanjavur,Villupuram,Rural,96.07,81.38,86.34,Stable,15.0,Above 20000,Higher Secondary,6,1,6,False,False,False,True,True,False,2025-02-25T15:22:13.029677
STU0293,Pooja Patel,16,11,Government Higher Secondary School - Coimbatore,Madurai,Rural,70.32,45.22,48.38,Stable,10.0,Below 5000,Illiterate,5,12,9,True,False,False,True,False,True,2025-12-24T15:22:13.029686
STU0294,Ira Banerjee,12,7,Panchayat Union School - Salem,Coimbatore,Semi-Urban,78.53,55.05,58.63,Stable,5.0,Below 5000,Illiterate,6,8,0,True,False,False,True,True,False,2025-03-22T15:22:13.029695
STU0295,Kavya Joshi,18,12,Govt Girls School - Chennai (North),Coimbatore,Urban,67.46,44.37,44.68,Stable,2.0,5000-10000,Graduate,4,12,1,False,False,False,False,True,True,2025-03-29T15:22:13.029704
STU0296,Sanjana Nair,12,6,Govt Girls High School - Tiruchirappalli,Thanjavur,Rural,87.42,85.82,90.49,Stable,20.0,Above 20000,Graduate,3,1,1,False,False,False,False,False,True,2025-01-07T15:22:13.029713
STU0297,Shreya Ali,13,8,Corporation School - Vellore,Salem,Semi-Urban,63.33,32.69,39.02,Declining,12.0,Below 5000,Illiterate,8,1,2,False,False,True,True,False,False,2025-04-29T15:22:13.029722
STU0298,Uma Agarwal,14,8,Govt Girls School - Chennai (North),Chennai,Rural,87.05,85.32,94.04,Declining,15.0,Below 5000,Primary,8,3,2,False,False,False,False,True,True,2025-03-26T15:22:13.029730
STU0299,Aditi Gupta,16,11,Municipal Girls School - Madurai,Coimbatore,Urban,92.89,71.82,74.4,Stable,1.0,Above 20000,Illiterate,6,4,1,False,False,False,False,False,True,2025-06-16T15:22:13.029738
STU0300,Durga Ahmed,16,10,Corporation School - Vellore,Tiruchirappalli,Semi-Urban,81.24,59.88,52.71,Improving,15.0,Below 5000,Higher Secondary,3,4,1,False,False,False,False,True,False,2026-01-06T15:22:13.029747
STU0301,Aditi Banerjee,14,7,Zilla Parishad School - Villupuram,Madurai,Rural,82.5,68.7,62.11,Improving,15.0,5000-10000,Higher Secondary,5,3,7,False,False,False,False,True,False,2025-03-09T15:22:13.029755
STU0302,Ananya Patel,11,6,Govt Girls School - Chennai (North),Tiruchirappalli,Rural,97.18,71.69,79.17,Declining,12.0,5000-10000,Graduate,3,2,0,False,False,False,False,True,False,2025-02-14T15:22:13.029765
STU0303,Jyoti Menon,18,11,Panchayat Union School - Salem,Tiruchirappalli,Urban,94.72,93.31,94.36,Stable,1.0,5000-10000,Higher Secondary,5,2,0,False,False,False,False,True,False,2025-10-05T15:22:13.029774
STU0304,Kali Khan,16,9,Govt Girls High School - Tiruchirappalli,Chennai,Rural,85.09,70.18,75.53,Declining,15.0,5000-10000,Higher Secondary,3,2,6,False,False,False,True,True,False,2025-05-27T15:22:13.029782
STU0305,Radha Ahmed,16,10,Govt Model School - Thanjavur,Vellore,Urban,74.34,47.53,54.25,Declining,0.5,10000-20000,Secondary,4,11,0,False,False,True,False,False,True,2025-07-02T15:22:13.029792
STU0306,Ishita Pillai,17,11,Govt Girls High School - Tiruchirappalli,Chennai,Urban,70.43,35.19,36.33,Stable,4.0,10000-20000,Primary,6,9,3,True,True,False,True,False,False,2025-02-09T15:22:13.029803
STU0307,Tanvi Nair,13,7,Govt Girls High School - Tiruchirappalli,Vellore,Semi-Urban,68.38,45.16,36.53,Improving,12.0,10000-20000,Secondary,5,9,3,True,True,False,True,False,True,2025-12-31T15:22:13.029812
STU0308,Aaradhya Shah,14,7,Municipal Girls School - Madurai,Villupuram,Urban,95.52,79.68,73.33,Improving,2.0,5000-10000,Higher Secondary,7,2,1,False,False,False,False,False,False,2025-12-07T15:22:13.029821
STU0309,Sneha Pillai,14,8,Govt Girls School - Chennai (North),Thanjavur,Urban,75.58,68.87,70.27,Stable,4.0,Below 5000,Secondary,6,1,2,False,False,False,True,False,False,2025-02-14T15:22:13.029830
STU0310,Aaradhya Menon,13,6,Zilla Parishad School - Villupuram,Thanjavur,Semi-Urban,82.44,64.79,61.49,Stable,2.0,10000-20000,Graduate,4,3,0,False,False,False,False,True,False,2025-06-22T15:22:13.029840
STU0311,Saraswati Mehta,19,12,Municipal Girls School - Madurai,Tiruchirappalli,Semi-Urban,83.65,54.52,58.81,Stable,3.0,10000-20000,Illiterate,7,7,0,True,False,False,False,True,True,2025-04-09T15:22:13.029849
STU0312,Divya Mukherjee,14,8,Panchayat Union School - Salem,Villupuram,Semi-Urban,63.82,43.15,43.11,Stable,3.0,5000-10000,Illiterate,3,9,1,True,True,False,False,True,True,2025-10-11T15:22:13.029857
STU0313,Aaradhya Mukherjee,14,8,Government Higher Secondary School - Coimbatore,Thanjavur,Semi-Urban,87.07,72.18,78.6,Declining,12.0,5000-10000,Secondary,5,2,2,False,False,False,False,True,False,2025-03-01T15:22:13.029865
STU0314,Kritika Patel,16,9,Government Higher Secondary School - Coimbatore,Coimbatore,Urban,82.98,61.56,64.22,Stable,3.0,5000-10000,Higher Secondary,5,1,1,False,False,False,True,False,True,2025-12-07T15:22:13.029873
STU0315,Nandini Verma,13,7,Government Higher Secondary School - Coimbatore,Vellore,Semi-Urban,90.36,89.76,82.93,Improving,7.0,5000-10000,Secondary,7,4,0,False,False,False,False,True,False,2025-06-16T15:22:13.029882
STU0316,Kali Ali,19,12,Panchayat Union School - Salem,Chennai,Semi-Urban,82.42,54.8,50.48,Stable,8.0,10000-20000,Primary,7,1,0,False,False,False,True,True,False,2025-07-10T15:22:13.029890
STU0317,Aaradhya Menon,13,8,Govt Girls School - Chennai (North),Coimbatore,Urban,94.62,78.34,72.46,Improving,3.0,Above 20000,Illiterate,8,5,2,False,False,False,False,True,False,2025-06-03T15:22:13.029900
STU0318,Radha Joshi,12,6,Govt Girls School - Chennai (North),Salem,Semi-Urban,96.16,75.09,68.72,Improving,10.0,10000-20000,Higher Secondary,8,4,3,False,False,False,False,False,True,2025-05-29T15:22:13.029908
STU0319,Simran Singh,15,8,Govt Girls High School - Tiruchirappalli,Madurai,Rural,75.03,65.41,57.96,Improving,7.0,Above 20000,Illiterate,6,13,7,False,False,False,True,False,True,2025-01-15T15:22:13.029916
STU0320,Radhika Sharma,15,8,Corporation School - Vellore,Villupuram,Rural,99.36,89.81,80.06,Improving,20.0,10000-20000,Higher Secondary,3,0,6,False,False,False,False,True,True,2025-06-24T15:22:13.029924
STU0321,Aditi Chatterjee,14,9,Zilla Parishad School - Villupuram,Thanjavur,Semi-Urban,63.95,30.09,25.93,Stable,0.5,Above 20000,Illiterate,7,7,2,True,True,True,True,True,False,2025-11-20T15:22:13.029932
STU0322,Ishita Patel,15,9,Govt Girls School - Chennai (North),Madurai,Urban,77.7,64.11,59.84,Stable,2.0,Above 20000,Secondary,8,5,1,False,False,False,True,False,True,2025-07-23T15:22:13.029941
STU0323,Aditi Khan,17,12,Zilla Parishad School - Villupuram,Coimbatore,Semi-Urban,81.62,58.86,68.5,Declining,1.0,10000-20000,Illiterate,8,9,3,False,False,False,True,True,False,2025-03-31T15:22:13.029949
STU0324,Kavya Banerjee,14,8,Municipal Girls School - Madurai,Madurai,Semi-Urban,76.87,56.22,62.3,Declining,4.0,Above 20000,Graduate,5,3,3,False,False,False,True,True,False,2025-10-13T15:22:13.029957
STU0325,Radha Bose,13,6,Govt Model School - Thanjavur,Vellore,Rural,88.45,94.05,100.0,Declining,10.0,10000-20000,Primary,8,1,4,False,False,False,False,True,True,2025-12-25T15:22:13.029966
STU0326,Ananya Rao,15,9,Corporation School - Vellore,Vellore,Rural,89.12,87.52,80.5,Improving,5.0,10000-20000,Primary,6,0,3,False,False,False,True,False,True,2025-10-31T15:22:13.029974
STU0327,Ira Roy,14,7,Zilla Parishad School - Villupuram,Chennai,Rural,75.34,57.92,59.06,Stable,5.0,10000-20000,Illiterate,7,2,9,False,False,False,True,False,True,2025-11-23T15:22:13.029983
STU0328,Myra Nair,13,8,Corporation School - Vellore,Villupuram,Urban,73.82,35.24,33.02,Stable,3.0,Below 5000,Illiterate,7,12,2,True,False,False,False,False,True,2025-09-24T15:22:13.029992
STU0329,Riya Dutta,14,9,Govt Girls High School - Tiruchirappalli,Coimbatore,Rural,97.29,90.34,96.6,Declining,5.0,5000-10000,Secondary,5,3,2,False,False,False,True,True,True,2025-11-21T15:22:13.030000
STU0330,Neha Mehta,13,8,Govt Girls High School - Tiruchirappalli,Thanjavur,Rural,74.17,44.09,43.3,Stable,5.0,10000-20000,Primary,4,1,6,True,False,False,False,True,True,2025-06-12T15:22:13.030009
STU0331,Parvati Sharma,17,12,Panchayat Union School - Salem,Tiruchirappalli,Urban,74.54,49.11,42.21,Improving,2.0,10000-20000,Secondary,6,10,0,True,False,False,True,False,False,2025-09-29T15:22:13.030019
STU0332,Madhuri Roy,15,9,Corporation School - Vellore,Coimbatore,Semi-Urban,91.9,70.48,60.76,Improving,12.0,Above 20000,Illiterate,3,3,1,False,False,False,False,False,False,2025-05-01T15:22:13.030028
STU0333,Divya Sharma,17,12,Govt Girls School - Chennai (North),Madurai,Semi-Urban,85.58,89.86,94.97,Declining,8.0,10000-20000,Graduate,4,1,2,False,False,False,True,True,False,2025-10-03T15:22:13.030035
STU0334,Anjali Banerjee,13,8,Govt Model School - Thanjavur,Madurai,Rural,88.77,88.21,95.13,Declining,7.0,Below 5000,Higher Secondary,3,4,0,False,False,False,True,True,True,2025-01-15T15:22:13.030043
STU0335,Saraswati Singh,18,12,Govt Girls High School - Tiruchirappalli,Salem,Urban,64.81,32.71,30.83,Stable,0.5,5000-10000,Secondary,4,12,3,False,False,True,False,True,False,2025-07-08T15:22:13.030052
STU0336,Anjali Shah,15,9,Govt Girls School - Chennai (North),Coimbatore,Rural,85.15,94.71,87.21,Improving,20.0,10000-20000,Higher Secondary,4,3,4,False,False,False,False,True,True,2025-07-28T15:22:13.030061
STU0337,Aditi Singh,11,6,Municipal Girls School - Madurai,Chennai,Urban,76.74,66.83,76.34,Declining,0.5,Below 5000,Illiterate,6,4,1,False,False,False,True,True,False,2025-07-22T15:22:13.030069
STU0338,Saraswati Rao,15,9,Govt Model School - Thanjavur,Madurai,Urban,79.59,61.95,61.49,Stable,0.5,10000-20000,Secondary,3,2,2,False,False,False,True,True,False,2025-02-24T15:22:13.030078
STU0339,Meera Reddy,15,8,Govt Girls School - Chennai (North),Coimbatore,Rural,81.6,67.43,71.31,Stable,5.0,Below 5000,Graduate,6,0,5,False,False,False,False,True,True,2025-04-15T15:22:13.030086
STU0340,Shreya Shah,19,12,Government Higher Secondary School - Coimbatore,Villupuram,Semi-Urban,96.71,72.62,70.26,Stable,1.0,Below 5000,Illiterate,7,2,0,False,False,False,True,True,True,2025-06-21T15:22:13.030094
STU0341,Madhuri Pillai,18,12,Government Higher Secondary School - Coimbatore,Chennai,Urban,97.33,76.79,77.02,Stable,3.0,Above 20000,Primary,8,4,1,False,False,False,True,False,True,2025-06-01T15:22:13.030102
STU0342,Ishita Jain,17,11,Government Higher Secondary School - Coimbatore,Salem,Urban,99.39,93.82,95.49,Stable,4.0,5000-10000,Primary,6,5,1,False,False,False,True,False,True,2025-02-19T15:22:13.030111
STU0343,Ananya Pillai,12,6,Corporation School - Vellore,Thanjavur,Rural,77.86,69.58,69.99,Stable,5.0,Above 20000,Illiterate,3,0,6,True,False,False,False,True,True,2025-01-27T15:22:13.030120
STU0344,Uma Menon,12,7,Government Higher Secondary School - Coimbatore,Madurai,Semi-Urban,63.44,40.45,46.28,Declining,1.0,10000-20000,Secondary,4,3,0,False,True,True,False,True,True,2025-09-30T15:22:13.030129
STU0345,Diya Dutta,18,11,Govt Model School - Thanjavur,Villupuram,Semi-Urban,88.91,85.33,91.83,Declining,3.0,Above 20000,Higher Secondary,3,3,0,False,False,False,False,True,True,2025-12-25T15:22:13.030137
STU0346,Gauri Mehta,14,7,Government Higher Secondary School - Coimbatore,Coimbatore,Semi-Urban,81.35,68.31,72.49,Stable,12.0,Below 5000,Higher Secondary,7,2,0,False,False,False,True,True,True,2025-12-19T15:22:13.030146
STU0347,Sakshi Pillai,14,8,Municipal Girls School - Madurai,Vellore,Urban,67.61,42.21,42.23,Stable,3.0,Below 5000,Illiterate,7,12,3,True,True,False,False,True,True,2025-01-17T15:22:13.030155
STU0348,Priya Reddy,14,9,Government Higher Secondary School - Coimbatore,Villupuram,Urban,89.29,74.9,73.62,Stable,2.0,5000-10000,Graduate,3,0,1,False,False,False,False,True,False,2025-01-26T15:22:13.030165
STU0349,Divya Banerjee,15,8,Corporation School - Vellore,Madurai,Semi-Urban,71.23,31.89,39.38,Declining,4.0,Above 20000,Higher Secondary,5,12,2,True,True,True,True,False,False,2025-09-16T15:22:13.030180
STU0350,Durga Ali,14,9,Panchayat Union School - Salem,Coimbatore,Urban,86.23,87.2,90.74,Stable,2.0,10000-20000,Secondary,7,4,0,False,False,False,False,False,True,2025-08-01T15:22:13.030187
STU0351,Jyoti Bose,13,8,Municipal Girls School - Madurai,Chennai,Rural,82.45,69.81,68.77,Stable,12.0,10000-20000,Higher Secondary,4,14,4,False,False,False,False,True,False,2025-08-30T15:22:13.030196
STU0352,Aditi Reddy,15,10,Panchayat Union School - Salem,Salem,Urban,85.04,82.99,87.51,Stable,2.0,5000-10000,Illiterate,5,3,3,False,False,False,False,False,False,2025-09-01T15:22:13.030205
STU0353,Aishwarya Mukherjee,18,11,Panchayat Union School - Salem,Salem,Semi-Urban,94.76,70.82,63.35,Improving,12.0,Below 5000,Higher Secondary,8,4,0,False,False,False,False,False,False,2025-11-21T15:22:13.030216
STU0354,Parvati Das,16,9,Govt Girls High School - Tiruchirappalli,Salem,Rural,83.17,59.06,65.35,Declining,10.0,5000-10000,Higher Secondary,8,15,6,True,False,False,True,False,True,2025-04-26T15:22:13.030226
STU0355,Uma Ali,15,10,Govt Model School - Thanjavur,Thanjavur,Semi-Urban,93.58,78.69,76.49,Stable,7.0,Above 20000,Illiterate,7,3,1,False,False,False,True,True,True,2025-08-20T15:22:13.030234
STU0356,Radha Agarwal,12,6,Corporation School - Vellore,Coimbatore,Urban,83.23,69.62,78.09,Declining,2.0,Above 20000,Secondary,3,4,0,False,False,False,True,False,False,2025-05-10T15:22:13.030242
STU0357,Neha Sen,16,9,Govt Girls School - Chennai (North),Villupuram,Urban,67.42,43.2,39.47,Stable,3.0,10000-20000,Higher Secondary,7,12,0,False,True,False,True,False,True,2025-09-26T15:22:13.030305
STU0358,Sakshi Bose,13,7,Municipal Girls School - Madurai,Tiruchirappalli,Semi-Urban,83.62,54.33,53.07,Stable,2.0,5000-10000,Secondary,5,12,3,False,False,False,False,False,False,2025-11-03T15:22:13.030314
STU0359,Saraswati Pillai,15,8,Corporation School - Vellore,Thanjavur,Semi-Urban,64.44,32.72,30.17,Stable,1.0,5000-10000,Secondary,3,6,1,False,False,True,False,True,False,2025-12-15T15:22:13.030323
STU0360,Sita Joshi,17,11,Government Higher Secondary School - Coimbatore,Thanjavur,Rural,85.59,89.19,95.1,Declining,12.0,Above 20000,Secondary,8,3,4,False,False,False,True,False,True,2025-02-03T15:22:13.030331
STU0361,Divya Menon,16,11,Govt Girls School - Chennai (North),Coimbatore,Urban,78.83,68.75,64.88,Stable,4.0,5000-10000,Primary,5,2,3,False,False,False,False,True,True,2025-03-20T15:22:13.030339
STU0362,Durga Bose,17,11,Panchayat Union School - Salem,Chennai,Rural,99.82,72.23,80.41,Declining,12.0,Above 20000,Primary,3,2,5,False,False,False,True,True,False,2025-06-18T15:22:13.030348
STU0363,Simran Mehta,19,12,Govt Girls School - Chennai (North),Madurai,Semi-Urban,75.83,55.59,45.82,Improving,20.0,10000-20000,Secondary,3,4,0,False,False,False,False,False,True,2025-09-22T15:22:13.030357
STU0364,Tanvi Agarwal,12,6,Zilla Parishad School - Villupuram,Chennai,Urban,94.17,73.24,81.52,Declining,3.0,Below 5000,Graduate,8,1,0,False,False,False,False,False,False,2025-04-30T15:22:13.030365
STU0365,Parvati Sen,15,9,Panchayat Union School - Salem,Chennai,Rural,84.41,64.98,68.33,Stable,20.0,10000-20000,Secondary,6,0,9,False,False,False,False,False,False,2025-05-23T15:22:13.030374
STU0366,Pooja Jain,13,8,Govt Model School - Thanjavur,Salem,Semi-Urban,92.87,78.55,73.27,Improving,10.0,Above 20000,Higher Secondary,4,3,3,False,False,False,False,False,True,2025-04-27T15:22:13.030382
STU0367,Parvati Khan,14,8,Govt Girls School - Chennai (North),Thanjavur,Rural,79.62,62.29,64.01,Stable,10.0,5000-10000,Higher Secondary,4,3,9,False,False,False,False,False,True,2025-06-13T15:22:13.030390
STU0368,Priya Shah,12,7,Municipal Girls School - Madurai,Salem,Semi-Urban,89.4,91.17,81.87,Improving,2.0,Above 20000,Graduate,7,4,1,False,False,False,False,False,True,2025-11-07T15:22:13.030399
STU0369,Lakshmi Ahmed,12,6,Govt Model School - Thanjavur,Coimbatore,Semi-Urban,74.83,48.71,45.15,Stable,15.0,Below 5000,Illiterate,3,13,0,True,True,False,True,False,False,2025-11-15T15:22:13.030407
STU0370,Durga Singh,15,10,Govt Model School - Thanjavur,Villupuram,Semi-Urban,69.32,36.98,44.55,Declining,2.0,Above 20000,Illiterate,5,4,3,True,False,False,False,True,False,2025-01-29T15:22:13.030416
STU0371,Madhuri Sen,18,11,Govt Girls School - Chennai (North),Tiruchirappalli,Rural,79.24,53.65,59.61,Declining,10.0,10000-20000,Illiterate,6,1,6,False,False,False,True,False,True,2025-11-08T15:22:13.030424
STU0372,Priya Verma,15,10,Corporation School - Vellore,Tiruchirappalli,Semi-Urban,72.1,44.58,41.37,Stable,5.0,5000-10000,Illiterate,8,7,1,True,True,True,False,False,True,2025-02-15T15:22:13.030433
STU0373,Aishwarya Rao,11,6,Corporation School - Vellore,Salem,Urban,77.1,65.66,60.33,Improving,2.0,Above 20000,Secondary,6,1,0,False,False,False,True,False,True,2025-02-01T15:22:13.030444
STU0374,Aditi Das,15,8,Corporation School - Vellore,Vellore,Rural,71.18,30.01,28.64,Stable,10.0,10000-20000,Graduate,7,9,2,True,True,True,True,True,True,2025-08-21T15:22:13.030454
STU0375,Kavya Joshi,15,9,Govt Model School - Thanjavur,Thanjavur,Urban,82.55,58.93,55.02,Stable,0.5,Above 20000,Higher Secondary,8,4,3,False,False,False,False,False,False,2025-07-07T15:22:13.030462
STU0376,Sneha Khan,17,10,Government Higher Secondary School - Coimbatore,Thanjavur,Urban,91.25,90.96,85.71,Improving,0.5,5000-10000,Higher Secondary,7,1,3,False,False,False,True,True,False,2025-03-23T15:22:13.030470
STU0377,Shreya Ghosh,17,11,Corporation School - Vellore,Coimbatore,Urban,65.01,44.44,50.91,Declining,3.0,5000-10000,Secondary,3,5,3,True,False,True,True,False,False,2025-12-31T15:22:13.030479
